2015031010543962너1361	120	230	950	700
20150310105751경북15바1262	106	454	398	571
20150310105815경북15바1535	145	377	434	495
20150310105945경북15바1620	111	497	406	613
2015031010453034서9279	256	443	604	559
20150310102912대구70바4128	172	180	403	320
2015031010545859두4397	105	489	296	607
2015031010502432우9614	346	310	717	418
2015031010023802러8538	94	344	355	493
2015031010171108조7621	48	566	648	708
2015031010531002호6817	705	332	1096	448
2015031010593650부2298	111	278	395	383
2015031010273106루7119	412	356	679	479
20150310105347서울82바5148	217	93	630	211
20150310105201경북11바8064	515	313	763	423
20150310105029경북15바2282	515	313	803	424
20150310104347경북15바1683	144	514	449	634
20150310105812경북11바8642	240	242	392	336
20150310105547경북11바8678	308	276	539	383
2015031010094335어1643	495	355	770	469
20150310104432대구70바4106	142	256	421	375
2015031010464846로1238	251	488	650	609
20150310102625경북15바1075	330	326	575	438
2015031010273810가6587	161	232	770	327
2015031010331920수3130	257	381	632	503
2015031010121305보2548	642	525	965	679
2015031010085396거8359	493	891	920	984
2015031010073431다7442	262	317	356	386
20150310102901대구70바4126	140	293	396	448
2015031010274985무8033	714	223	1101	339
20150310101656경북15바2393	524	381	836	501
20150310104509경북11바8356	81	449	321	561
2015031010000597두4287	555	457	880	595
2015031010584547무3655	261	353	632	463
2015031010493416고3302	119	367	375	474
2015031010034631부9603	174	356	514	461
2015031010542156버8032	382	543	738	663
20150310103957경북15바1118	98	461	393	581
20150310103003대구70바4112	105	229	264	303
20150310102003경북15바2264	225	423	524	537
2015031010455687주3831	441	247	766	356
2015031010295250머5311	684	278	1006	390
2015031010363513머4974	514	324	655	435
2015031010460678무1612	120	230	950	700
2015031010065365마9797	0	414	565	551
20150310100935경북15바2140	120	230	950	700
2015031010050302더5519	833	604	1178	760
2015031010575021머9219	672	380	912	490
2015031010135310나8755	548	407	784	524
20150310103820경북41로8524	120	230	950	700
2015031010404855라9021	185	303	504	407
2015031010220449부2966	107	534	507	658
20150310102939경북80아9114	142	408	290	546
2015031010451423고4147	379	323	727	424
20150310103032서울82바5148	470	230	852	341
2015031010162986거6457	717	254	990	369
20150310104024경북15바1108	31	204	233	286
2015031010515717호7815	365	322	679	429
20150310104700경북15바1880	149	273	442	512
2015031010180513허8764	807	313	1146	426
20150310101152경북15바1099	483	507	628	640
2015031010041761수8149	205	486	619	613
2015031010143488너4719	306	369	677	527
20150310104241경북15바1225	263	556	607	688
20150310102412경북15바2131	270	499	626	622
20150310104151경북11바8473	740	341	996	452
2015031010052242로1269	629	353	1003	467
2015031010120268마4986	324	367	702	486
20150310105608경북15바2071	474	345	728	462
2015031010184554하5270	658	305	1020	412
20150310105455경북15바1262	567	298	856	410
20150310105316경북81너6117	487	384	606	451
20150310100457경북15바1835	139	495	425	605
20150310105411경북15바1143	154	381	401	501
20150310103749경북15바1535	469	327	755	435
2015031010522047우2572	105	573	528	701
20150310105630경북15바1004	595	295	879	401
20150310105742경북15바1620	587	307	865	412
2015031010012631다7442	611	311	868	450
20150310101050경북80아9114	715	239	861	304
20150310105518경북15바2282	155	488	408	606
20150310102145경북15바2241	60	543	424	675
20150310100138경북11바8678	186	346	435	463
2015031010183357부6156	164	315	492	424
20150310104742경북81너6117	654	330	823	422
2015031010571713라7787	434	532	813	658
20150310104954경북11바8214	475	321	751	439
20150310102725경북41노9845	508	390	645	518
20150310101441대구70바4116	108	153	266	223
2015031010025196구8036	637	154	1041	273
2015031010223359두4397	143	475	332	591
2015031010385959두4397	136	380	311	484
20150310103247경북15바2282	250	480	506	595
2015031010002729도3958	120	230	950	700
20150310104017경북15바2264	450	310	734	418
20150310104221경북15바2289	152	438	348	574
20150310104454경북15바1880	329	259	790	361
2015031010340050머5311	629	364	930	488
20150310105253경북15바2355	216	570	559	703
20150310102353경북15바2264	460	291	742	394
2015031010575219어6052	675	268	996	373
20150310100107경북15바1374	487	306	624	423
20150310104246경북15바2264	76	549	397	678
2015031010171913소7922	152	361	449	475
20150310105756경북15바1880	51	150	312	353
20150310100418경북11바8203	575	324	824	433
20150310105332경북15바2282	587	297	871	403
20150310100445서울82바7317	425	259	790	366
20150310100336경북15바2331	68	530	386	642
20150310104242경북15바1755	379	338	662	450
2015031010124985나7817	229	185	411	298
2015031010480395머7354	255	497	564	626
2015031010184422너1681	373	282	670	382
2015031010385957모1021	55	445	389	554
20150310102303경북15바1108	335	308	743	418
20150310103225경북41노4583	120	230	950	700
2015031010505966로2179	248	477	838	602
20150310105740경북11바8678	113	229	457	326
20150310104515대구70바4127	44	267	335	405
20150310104930경북11바8239	789	333	1056	448
20150310104812경북15바1145	362	392	668	511
2015031010010626부3583	286	411	669	524
2015031010360115마6374	355	594	685	728
2015031010043902더5519	427	557	737	703
20150310104609경북15바1237	165	555	444	680
20150310100619경북15바1112	504	326	806	442
20150310101045경북15바1536	0	473	379	593
20150310102548대구70바4112	324	158	491	230
2015031010545550도8206	231	355	557	469
2015031010444121라8547	522	342	780	482
2015031010195749부2966	506	356	864	465
2015031010353182보8771	90	295	439	415
2015031010334636수7441	563	303	876	414
20150310103641경북15바1562	389	299	667	406
